USER_UUID,USER_CREATED_AT,PROFILE_COMPLETE_AT,HOW_CAN_WE_HELP_YOU,PREVIOUS_EDUCATION_LEVEL,EMPLOYER
d1ec3d77-227a-466d-953a-6f0edf896981,2021-01-03 18:50:30,2021-01-03 18:52:37,I am already enrolled in a university or school,Some College,Tree Stores
29edb4ea-1c94-4ec0-bc4e-bae48ef246fe,2021-01-18 22:55:47,2021-01-18 22:57:03,I am already enrolled in a university or school,Some College,Box Stores
85e8ed20-4321-47ba-9761-ac276a050b26,2021-01-20 23:35:29,2021-01-20 23:37:21,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Electronics United
f03ca8b5-b0d9-4f93-8506-0077054f344d,2019-02-28 23:45:59,2021-01-10 5:06:25,I want to go to school - I know what type of program I want to attend,Associates Degree,Soccer Plus
1d4605f8-aa2f-4dac-9d16-909d504221c0,2020-03-06 22:50:05,2021-01-15 21:39:17,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Associates Degree,Tree Stores
8eb6305b-f954-4666-ada5-37ea931f6e4c,2021-01-21 20:47:27,2021-01-21 20:50:40,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Box Stores
554d25b8-5728-49dd-b930-8c37e7daeca1,2021-01-19 20:37:28,2021-01-20 18:04:16,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Bachelors Degree,Electronics United
759dbf94-4f74-499a-ba0d-9005b5862072,2021-01-06 3:31:56,2021-01-06 3:34:13,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Soccer Plus
7b632563-cd42-443e-9726-fdf4d2434efb,2021-01-05 19:18:57,2021-01-05 19:20:18,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Tree Stores
19eb8242-061d-43d3-87ff-5779f66198d2,2021-01-20 0:06:05,2021-01-20 0:07:14,I want to go back to school but I’m not sure what I want to study,Some College,Box Stores
3c803876-a825-4b2f-b2c5-6a44571a4e80,2021-01-24 23:15:21,2021-01-24 23:16:43,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Electronics United
46bf1a77-faec-42f9-b10a-e7c4fb46190f,2021-01-05 1:37:03,2021-01-05 1:38:34,I want to go back to school but I’m not sure what I want to study,Some College,Soccer Plus
8cdb9632-71f8-4c58-9e2b-b04943797505,2021-01-19 20:11:24,2021-01-19 20:13:23,I'm honestly not sure about going back to school,Some College,Tree Stores
87113e93-2170-4b8b-aaaa-d57ec6a8daf7,2020-05-13 3:36:09,2021-01-22 20:23:30,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Box Stores
a144cff4-f31c-43bd-bebf-450dbc80bf8b,2021-01-06 10:34:18,2021-01-06 10:35:55,I want to go back to school but I’m not sure what I want to study,Some College,Electronics United
19f57e68-5792-4a84-ba1e-bcc27902cf0a,2021-01-26 11:14:42,2021-01-26 11:17:21,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Bachelors Degree,Soccer Plus
62a1a246-7869-4e58-9d57-c37a710b4c45,2021-01-21 17:01:52,2021-01-21 17:03:00,I want to go back to school but I’m not sure what I want to study,Some High School,Tree Stores
a4fab148-b6ad-44db-8421-ad2b52d6ee31,2021-01-02 4:14:44,2021-01-02 4:17:07,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some High School,Box Stores
e3b401cb-24f9-4ec5-a06a-3b66f63ec679,2021-01-29 22:09:05,2021-01-29 22:19:23,I primarily want to learn or improve a language,Bachelors Degree,Electronics United
431789ca-2d07-4649-91a0-7603f54c6bc5,2021-01-19 3:39:09,2021-01-19 3:40:56,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Bachelors Degree,Soccer Plus
2ac32726-f8e9-4fd6-acdd-927bc7ff78c7,2021-01-22 19:25:52,2021-01-22 19:28:52,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Tree Stores
8cd727cf-e68c-4d77-a6c6-957e0c16e127,2021-01-30 9:43:10,2021-01-30 9:44:20,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Box Stores
1fa562ff-4f03-4704-9505-da3e00c45da7,2021-01-05 7:19:32,2021-01-05 7:20:45,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some High School,Electronics United
643acc41-c08d-45b9-a409-ab1bb4090933,2021-01-30 5:39:08,2021-01-30 5:42:01,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Soccer Plus
5a283b32-a6e3-4e68-a7d8-d60c5c8b4ddb,2021-01-05 4:12:42,2021-01-05 4:17:47,I want to go back to school but I’m not sure what I want to study,Some College,Tree Stores
f37ce9bd-14b9-4f95-b45f-cf1ea5de94e9,2021-01-26 20:47:11,2021-01-26 20:55:38,I'm honestly not sure about going back to school,Some College,Box Stores
a992f5dd-c068-4ad0-b15c-c249fbd55154,2021-01-20 14:04:23,2021-01-20 14:06:06,I am already enrolled in a university or school,Some College,Electronics United
277b2b60-d5b7-4314-b283-29b1880f5a27,2020-12-21 18:46:44,2021-01-10 2:02:03,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Soccer Plus
97333b5f-1f98-4a33-b2b9-052e658582bf,2021-01-25 19:23:13,2021-01-25 19:25:48,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Tree Stores
d4ff10fc-0d3e-4d2c-9eab-ad8883f306d7,2021-01-12 15:28:10,2021-01-12 15:29:27,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Box Stores
b8d894c6-4123-402e-a0fa-33087dcae83e,2021-01-02 19:09:39,2021-01-02 19:11:19,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Electronics United
76ac786e-9616-4229-a898-9fd8655bf4ba,2021-01-24 19:11:20,2021-01-24 19:12:48,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Soccer Plus
e0442205-2e62-4952-9a47-214fecc254e2,2021-01-20 15:03:00,2021-01-20 15:04:30,I am already enrolled in a university or school,Master's Degree,Tree Stores
671076e5-1f46-45bb-914c-97ab5b7c596c,2021-01-06 14:12:40,2021-01-06 16:34:57,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Associates Degree,Box Stores
2438aed6-5751-4c4e-93b2-d3b4fe67e8fc,2021-01-12 17:37:37,2021-01-12 17:39:33,I want to go back to school but I’m not sure what I want to study,Some College,Electronics United
6d0e0f5f-b1c1-4ef3-ae93-7ee9f2583c08,2021-01-06 2:31:17,2021-01-06 2:33:38,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Soccer Plus
4d51a092-b7c9-4378-ae56-f08ae3958dce,2021-01-23 23:11:55,2021-01-23 23:15:06,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Tree Stores
006358e6-9261-4809-a3cf-304d121a4679,2021-01-20 18:05:44,2021-01-20 19:12:04,I'm honestly not sure about going back to school,Bachelors Degree,Box Stores
161d5e26-9fc8-4f1c-b598-62a16df9363a,2021-01-19 7:21:57,2021-01-19 7:24:06,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Electronics United
4115ca2f-d90e-4216-a6e7-eb5dad0a296a,2021-01-03 18:40:26,2021-01-03 18:41:58,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Associates Degree,Soccer Plus
2720cf6d-e758-40e6-9b95-a7bb8f573251,2021-01-06 16:40:00,2021-01-06 16:42:35,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some High School,Tree Stores
a64b111c-1b37-49fb-b222-d186a7721f3d,2021-01-07 23:18:52,2021-01-07 23:21:45,I primarily want to learn or improve a language,Some High School,Box Stores
a0e0bff2-f799-4fb1-841c-1bc395b171e4,2019-08-09 20:36:25,2021-01-13 23:20:47,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Electronics United
f673c289-285f-41d7-b486-01070a90c555,2021-01-09 16:38:02,2021-01-09 17:42:28,I'm honestly not sure about going back to school,Some College,Soccer Plus
9c63aee4-86aa-4812-8a85-d8d95a486561,2021-01-28 13:27:36,2021-01-28 13:30:36,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Bachelors Degree,Tree Stores
b0f19795-6364-41ee-9fed-c0b99b63b2f4,2021-01-24 3:12:45,2021-01-24 3:14:49,I want to go back to school but I’m not sure what I want to study,Some College,Box Stores
7f06a634-03db-4327-8c0b-36ea00e95311,2021-01-09 2:42:08,2021-01-09 2:43:42,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Bachelors Degree,Electronics United
f7c397ff-5c6f-4924-9366-5bd156bd9868,2021-01-09 18:03:25,2021-01-09 18:04:57,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Soccer Plus
00b261bc-8e6b-43ff-aabb-bfb1e950ead4,2021-01-11 2:47:55,2021-01-11 2:49:28,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Associates Degree,Tree Stores
81de93ff-c3c6-4ff8-8863-cb2068628f47,2021-01-04 20:53:11,2021-01-04 20:54:20,I am already enrolled in a university or school,Bachelors Degree,Box Stores
9c54d482-3d5a-4b59-9dba-22abe2b35659,2021-01-10 3:40:41,2021-01-10 3:42:19,I want to go back to school but I’m not sure what I want to study,Graduated Highschool/GED,Electronics United
25ee9177-94df-490d-9418-fcc94cc30d03,2021-01-07 12:05:23,2021-01-10 18:09:00,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Soccer Plus
cc1c720a-942d-4eb7-81ac-9d5991bd8837,2021-01-14 19:43:38,2021-01-14 19:46:39,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Tree Stores
926f7168-53d3-4343-94f2-4d0bd7f06ede,2021-01-05 20:34:14,2021-01-05 20:35:52,I want to go back to school but I’m not sure what I want to study,Bachelors Degree,Box Stores
1c736985-bda6-48b1-bd0d-d42241134fa8,2021-01-23 20:23:43,2021-01-23 20:24:50,I want to go back to school but I’m not sure what I want to study,Some College,Electronics United
e8ab3b89-381c-4fe9-880c-c44ef23fb4a8,2021-01-13 19:17:57,2021-01-13 19:20:51,I want to go back to school but I’m not sure what I want to study,Some College,Soccer Plus
f3da173e-3b7b-4614-ae71-429fbc76c97b,2021-01-22 3:01:55,2021-01-22 3:03:32,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Tree Stores
24b34a25-de6c-4f95-adec-d31c7d4c6ce1,2021-01-12 22:53:23,2021-01-12 22:55:17,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Bachelors Degree,Box Stores
4dc54e8c-9279-405b-b913-4870eada4a0a,2021-01-17 19:04:32,2021-01-17 19:05:46,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Electronics United
4436eef6-29a0-4bce-bd17-7ee0e26979e5,2021-01-16 18:59:20,2021-01-16 19:02:05,I am already enrolled in a university or school,Some College,Soccer Plus
dc4919ba-f647-46ad-9151-d326d2b0bf83,2021-01-23 22:12:37,2021-01-23 22:13:39,I am already enrolled in a university or school,Some College,Tree Stores
314c4a0e-61e2-403b-af47-ed2b64164756,2021-01-20 22:04:00,2021-01-20 22:05:52,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Box Stores
4ab0cc13-1c67-4ec5-84bc-59945f67d31b,2021-01-05 22:39:16,2021-01-05 22:40:38,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Bachelors Degree,Electronics United
40b6d59c-5dbe-44a7-ab86-51faea07ea13,2021-01-12 10:17:26,2021-01-12 10:19:11,I want to go back to school but I’m not sure what I want to study,Some College,Soccer Plus
2b974bea-a4fc-416f-a0f0-45a3e9dbadbd,2021-01-13 8:22:08,2021-01-13 8:23:14,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Tree Stores
ae2ebf28-24d0-48c9-b6a0-5a57484116b2,2021-01-17 20:43:14,2021-01-17 20:44:54,I want to go back to school but I’m not sure what I want to study,Some College,Box Stores
a5251c63-1cd7-4612-a490-c3e37062426c,2021-01-15 2:51:19,2021-01-15 2:52:43,I am already enrolled in a university or school,Some College,Electronics United
904e71cb-35ef-48ec-b701-013d513f76b0,2021-01-14 5:12:08,2021-01-14 5:13:12,I want to go back to school but I’m not sure what I want to study,Some College,Soccer Plus
d50fdda4-a7e8-4520-b155-461a53bcac2d,2021-01-08 21:52:19,2021-01-08 21:53:42,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Tree Stores
166ee5f2-5fde-4ea1-a026-4ce22ca5e097,2021-01-13 23:57:27,2021-01-13 23:59:39,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Box Stores
29878a54-6ebe-45b2-b41b-f60b949b2793,2021-01-06 15:48:21,2021-01-06 15:50:02,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Electronics United
c3879041-5547-4cd7-952d-26a138edbb54,2021-01-04 20:57:17,2021-01-04 20:59:15,I am already enrolled in a university or school,Bachelors Degree,Soccer Plus
0a146d55-b3fc-4a56-808a-bd8004864010,2021-01-30 19:40:03,2021-01-30 19:42:10,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Tree Stores
9e572863-9ada-4aba-b2a2-2cb72a064681,2021-01-25 17:46:54,2021-01-25 17:48:12,I want to go back to school but I’m not sure what I want to study,Some College,Box Stores
f3d1d2dd-8a11-44e7-8c0d-798d4dfef493,2021-01-06 14:52:21,2021-01-06 14:54:02,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Master's Degree,Electronics United
5c6ce7e6-76a6-46d0-812a-013bc4a78219,2021-01-30 20:47:53,2021-01-30 20:49:41,I primarily want to learn or improve a language,Some College,Soccer Plus
0bbeabbc-0d76-4144-ad35-0a88eaaa97e6,2020-02-16 21:24:58,2021-01-13 19:08:32,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Tree Stores
af801f9d-d7e8-4bd8-9cc3-1f852e4f6403,2021-01-04 23:07:48,2021-01-04 23:13:01,I want to go back to school but I’m not sure what I want to study,Some College,Box Stores
ba1893fd-3cfb-4323-90a3-99d52bc2b7a8,2018-12-19 16:06:30,2021-01-01 13:43:14,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some High School,Electronics United
fd8dfaa3-c932-407a-9dbe-8a03fa5bbc3c,2021-01-14 4:56:18,2021-01-14 4:57:13,I'm honestly not sure about going back to school,Some College,Soccer Plus
9263645b-2e8e-435b-b3eb-4e2703f8246e,2020-10-24 15:23:10,2021-01-19 18:35:48,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Associates Degree,Tree Stores
301f246f-4d69-4fe3-82ac-50307631fcc4,2021-01-30 21:23:26,2021-01-30 21:25:08,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Associates Degree,Box Stores
a53b56c8-f0e7-4d3f-9e54-6142a3ae1726,2021-01-14 17:27:36,2021-01-14 17:29:30,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Electronics United
ffb800f3-60e2-4522-b9de-89d0bf259d50,2021-01-26 15:24:32,2021-01-26 15:26:21,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Bachelors Degree,Soccer Plus
9d1a5cb5-ae4d-4378-ba39-5df192a59f7a,2021-01-29 23:57:21,2021-01-29 23:59:27,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Associates Degree,Tree Stores
b9227092-98a0-4c0e-b7bb-5e54cc878cd1,2019-05-02 22:06:29,2021-01-01 16:00:23,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Box Stores
1d18ad8f-1de3-4c7c-ba92-5f92df5e2427,2020-11-08 0:37:43,2021-01-07 12:23:57,I want to go back to school but I’m not sure what I want to study,Some College,Electronics United
fdab853c-6cb6-44c2-9e32-39fef47005dc,2020-08-25 19:09:56,2021-01-24 22:02:52,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Soccer Plus
19ac98b6-a8b6-4b25-8008-1d5f65370a40,2021-01-28 22:32:29,2021-01-28 22:34:28,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Tree Stores
a13e8cff-2a54-49be-a31f-24e038c2b03c,2021-01-20 14:17:28,2021-01-20 14:19:15,I am already enrolled in a university or school,Some College,Box Stores
e31eb247-f620-47f7-b346-18280a3c6aa9,2021-01-25 16:24:18,2021-01-25 16:26:06,I am already enrolled in a university or school,Some College,Electronics United
b952a9d4-3a27-42c1-b231-2d6fcf9fd50c,2021-01-05 3:56:31,2021-01-05 3:58:15,I want to go back to school but I’m not sure what I want to study,Associates Degree,Soccer Plus
0a364853-d20f-43fb-9f92-4e0c34829b54,2021-01-20 0:17:31,2021-01-20 0:20:10,I am already enrolled in a university or school,Associates Degree,Tree Stores
dd4d083a-5e47-4dc3-ae30-2f6c968f105a,2021-01-04 20:05:04,2021-01-04 20:07:08,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Box Stores
2695122a-aa3b-479b-95ef-818a9fd4f9d3,2021-01-26 21:44:41,2021-01-26 21:52:06,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Electronics United
7abac07f-cef2-48e3-a2db-0f35ee7c8637,2021-01-26 6:39:48,2021-01-26 6:41:05,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Soccer Plus
ab209f67-d8e7-4026-b781-ef70f9822aac,2020-06-18 0:01:26,2021-01-19 14:06:51,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Bachelors Degree,Tree Stores
faf49fae-ebb5-4c65-9c13-2eccde772714,2021-01-13 16:34:54,2021-01-13 16:37:12,I am already enrolled in a university or school,Some College,Box Stores
60e39274-3f09-4c02-bdfd-880433060999,2021-01-14 17:01:02,2021-01-14 17:02:20,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Master's Degree,Electronics United
47c3ca69-f73a-4167-add5-6989b9299e54,2018-07-09 22:43:53,2021-01-26 21:51:56,I want to go to school - I don't know which program I'm interested in yet,Some College,Soccer Plus
661c9d4f-1ea0-48c5-9b45-6b9bd59ebc1e,2021-01-07 23:13:01,2021-01-07 23:13:51,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Associates Degree,Tree Stores
f05489d0-e2f4-44dc-8ab4-1b2ce947805a,2021-01-11 17:53:59,2021-01-11 17:55:14,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Bachelors Degree,Box Stores
8f0e6a4d-0454-4b27-8f23-5c560bec0135,2021-01-25 18:01:47,2021-01-25 18:05:58,I primarily want to learn or improve a language,Some College,Electronics United
ee72dbf2-9c8e-4d9a-9019-49d8474fe50b,2021-01-13 3:15:51,2021-01-13 3:17:47,I want to go back to school but I’m not sure what I want to study,Bachelors Degree,Soccer Plus
3605233c-f377-4e98-8088-d758d587ba9a,2021-01-02 4:59:17,2021-01-02 5:01:16,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Tree Stores
aaf6d281-37a4-4769-90d9-e40a5c83ea1b,2021-01-20 14:19:39,2021-01-20 14:21:03,I am already enrolled in a university or school,Bachelors Degree,Box Stores
8780d255-0360-45f8-b529-97f7f1566a35,2021-01-30 0:21:33,2021-01-30 0:25:16,I want to go back to school but I’m not sure what I want to study,Master's Degree,Electronics United
be4cf0c7-9d26-445b-8845-468e71291af7,2020-11-05 11:34:54,2021-01-25 14:39:59,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Bachelors Degree,Soccer Plus
f35360fa-852b-4264-8426-f201828e8936,2020-07-15 23:15:32,2021-01-04 19:30:52,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some High School,Tree Stores
8e933821-0bfc-41bb-8160-9af1f785f7e0,2021-01-27 23:42:17,2021-01-27 23:49:29,I want to go back to school but I’m not sure what I want to study,Some College,Box Stores
31dadb8b-c423-4856-9900-1668586ba6db,2021-01-29 21:22:51,2021-01-29 21:34:19,I want to go back to school but I’m not sure what I want to study,Bachelors Degree,Electronics United
e3ac9b27-e440-4753-aa55-408280d00fd6,2021-01-19 18:49:34,2021-01-19 18:52:35,I want to go back to school but I’m not sure what I want to study,Some College,Soccer Plus
3accce52-20ed-4f9b-b374-f81c732bd497,2021-01-04 6:11:35,2021-01-04 6:14:35,I want to go back to school but I’m not sure what I want to study,Some High School,Tree Stores
4a9d2e2f-a559-4652-830f-87587674be88,2021-01-19 21:44:50,2021-01-19 21:48:01,I want to go back to school but I’m not sure what I want to study,Some College,Box Stores
99216c13-3efb-4c54-b871-fa2220a5161a,2021-01-20 18:36:10,2021-01-20 18:39:21,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Electronics United
cd95a7bc-1cba-4366-9b88-48502df0658e,2021-01-21 15:44:26,2021-01-21 15:46:03,I am already enrolled in a university or school,Some College,Soccer Plus
8cd3e676-fb4a-4203-9fb7-9ce072826010,2021-01-20 16:13:46,2021-01-20 16:16:00,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Master's Degree,Tree Stores
b9e9eaa8-6c3d-4248-9637-e882ea9e5298,2021-01-21 18:42:12,2021-01-21 18:44:18,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Associates Degree,Box Stores
a13b1b9e-5129-4fae-a277-9efa7c0027b4,2019-12-20 22:20:22,2021-01-06 15:51:08,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Electronics United
e387e165-b227-4b47-a37f-3717e1fb5343,2021-01-13 18:15:33,2021-01-13 18:17:48,I want to go back to school but I’m not sure what I want to study,Some College,Soccer Plus
42a94860-f097-46e8-83a6-a7b9d0cdd73b,2021-01-20 13:19:23,2021-01-20 13:21:16,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Tree Stores
3e4c2f65-98e8-4d7c-8c5f-46a950bd868e,2021-01-06 16:10:10,2021-01-06 16:11:40,I want to go back to school but I’m not sure what I want to study,Some College,Box Stores
10c7d8d3-76ba-48cd-98d6-57d1511b8d66,2020-10-15 19:06:16,2021-01-04 16:47:43,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Electronics United
4e682cd7-ded8-459b-88b7-6bec761de0e5,2021-01-14 16:28:30,2021-01-14 16:30:44,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Soccer Plus
8f30da9e-3673-40ad-a6bf-4048680db3a1,2021-01-22 3:38:08,2021-01-22 3:39:59,I primarily want to learn or improve a language,Master's Degree,Tree Stores
9790ab87-0f7c-4ff2-997d-dadf2025497a,2018-04-07 0:31:44,2021-01-25 19:05:30,I want to go back to school but I’m not sure what I want to study,Some College,Box Stores
aff20983-a916-4f06-b502-556e75262ae8,2021-01-26 18:27:52,2021-01-26 18:31:21,I am already enrolled in a university or school,Some College,Electronics United
a9fb9f21-c363-4091-8427-f71b1dfb2718,2021-01-10 17:39:01,2021-01-10 17:41:10,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Soccer Plus
711a7dfd-7d2b-4311-8ba5-740dad5ad579,2021-01-19 19:14:50,2021-01-19 19:16:44,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Tree Stores
46ad9915-114c-49cb-ae56-243327af8f58,2021-01-21 19:23:57,2021-01-21 19:27:30,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Bachelors Degree,Box Stores
9daadbc4-bbf4-4675-9869-ab1281adc23a,2021-01-27 18:24:03,2021-01-27 18:25:45,I want to go back to school but I’m not sure what I want to study,Some College,Electronics United
d3bd6d24-d05e-4584-87df-cde32b1d148a,2021-01-14 15:41:56,2021-01-14 15:43:22,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Bachelors Degree,Soccer Plus
74d8cfe1-948b-4801-ba76-064a670aa8fe,2021-01-19 1:01:57,2021-01-19 1:06:21,I want to go back to school but I’m not sure what I want to study,Some College,Tree Stores
9246b47f-c2fa-478a-8e0c-936d7682c239,2021-01-01 16:12:58,2021-01-01 16:15:38,I want to go back to school but I’m not sure what I want to study,Some College,Box Stores
2e0869b3-1ef9-46f6-ac12-f06d54ffc728,2021-01-14 15:42:45,2021-01-14 15:45:51,I want to go back to school but I’m not sure what I want to study,Bachelors Degree,Electronics United
c1bcea63-5062-4575-af26-9d628f540a20,2021-01-15 10:24:30,2021-01-15 10:27:29,I'm honestly not sure about going back to school,Some College,Soccer Plus
344271bb-bfce-4514-bf22-53fff0e0cb64,2021-01-25 11:55:21,2021-01-25 11:57:25,I want to go back to school but I’m not sure what I want to study,Some College,Tree Stores
3da78a1f-7303-477c-86f9-e6a37bf190db,2021-01-12 13:25:45,2021-01-12 13:30:01,I want to go back to school but I’m not sure what I want to study,Some College,Box Stores
1efd08f2-1e35-45a9-b07f-a2baa7b8f0a0,2021-01-07 17:15:33,2021-01-07 17:16:57,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Electronics United
9c9642e2-a062-455b-8843-6ba99480d56d,2021-01-27 17:18:06,2021-01-27 17:18:55,I am already enrolled in a university or school,Some College,Soccer Plus
c039f111-8e0d-4f04-a714-6b1928801841,2021-01-18 22:26:53,2021-01-18 22:29:06,I am already enrolled in a university or school,Some College,Tree Stores
c5750408-92a0-440a-a295-ba8a084af25b,2021-01-22 5:20:12,2021-01-25 14:48:16,I am already enrolled in a university or school,Associates Degree,Box Stores
c22ab7b3-dacf-4a14-8bf6-4edf4cad2e61,2021-01-21 1:58:15,2021-01-21 1:59:31,I primarily want to learn or improve a language,Master's Degree,Electronics United
f4fc51de-f1eb-4e12-9369-f63da32f09a5,2021-01-20 0:49:32,2021-01-20 0:51:10,I am already enrolled in a university or school,Some College,Soccer Plus
1fca0001-7558-404e-828f-2ac4cc4d399c,2021-01-14 14:58:33,2021-01-14 15:01:12,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Tree Stores
5c8c3fb5-94d1-4c3a-87dd-4b5043d20d85,2021-01-30 16:08:50,2021-01-30 16:10:49,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Box Stores
36f89a28-b0f7-45c6-9403-d090e1f7aab8,2021-01-23 17:43:15,2021-01-23 17:45:37,I want to go back to school but I’m not sure what I want to study,Some College,Electronics United
64707251-e992-471f-a866-fe72726df6b0,2020-07-06 11:29:51,2021-01-04 20:30:55,I want to go back to school but I’m not sure what I want to study,Some College,Soccer Plus
0b631ea4-7203-4f56-b767-bd853da73db1,2021-01-20 21:26:59,2021-01-20 21:29:10,I am already enrolled in a university or school,Some College,Tree Stores
bca40e88-f69c-4cd0-b598-a400872aece2,2021-01-07 16:50:57,2021-01-07 16:52:46,I'm honestly not sure about going back to school,Master's Degree,Box Stores
2a141d20-3b68-4b7d-9744-b97684e88a6a,2021-01-10 13:47:53,2021-01-16 16:57:33,I want to go back to school but I’m not sure what I want to study,Some College,Electronics United
efcab1c3-8d7d-4b38-bf9f-c2eb4359e6ba,2019-12-10 18:07:55,2021-01-30 2:10:32,I want to go back to school but I’m not sure what I want to study,Some College,Soccer Plus
7f5fe322-265d-4029-a1a2-04e9628319dd,2021-01-15 19:37:22,2021-01-15 19:39:07,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Tree Stores
824c834d-10a1-41c1-b287-42c664fa7bda,2021-01-16 0:30:43,2021-01-16 0:33:25,I want to go back to school but I’m not sure what I want to study,Some College,Box Stores
75e3431f-8556-4309-b711-b139e9bf6d36,2021-01-25 18:15:59,2021-01-25 18:17:57,I want to go back to school but I’m not sure what I want to study,Some College,Electronics United
6668e5fa-36ac-417c-a3d6-9f26663b0857,2021-01-07 18:23:09,2021-01-07 18:25:14,"I want to go back to school, and I know what type of program, degree, or certificate I want to complete",Some College,Soccer Plus
